"id","y","fold","va_intact","va_moderate","va_severe"
350,1,3,0.074796004445698,0.65507099731336,0.270132998240942
354,2,1,0.180077728016925,0.624140090941419,0.195782181041657
355,1,2,0.0222806664977414,0.619699604190513,0.358019729311746
360,2,1,0.0382853716016316,0.56325839506828,0.398456233330089
369,2,0,0.0143481839597441,0.732499529393143,0.253152286647113
373,1,4,0.36732573085022,0.347198293543359,0.285475975606421
376,1,1,0.185779731088681,0.619799620097583,0.194420648813736
384,1,0,0.0183540604604345,0.641440318862227,0.340205620677339
385,0,1,0.25606240024713,0.705117644030273,0.0388199557225969
391,1,4,0.292765002804262,0.594543706433779,0.112691290761958
393,2,1,0.24733268671193,0.46168768186227,0.2909796314258
396,1,0,0.20488126872366,0.566838176802126,0.228280554474214
397,1,1,0.264581954939583,0.489653341226451,0.245764703833966
399,2,2,0.305301280113925,0.444976615766045,0.249722104120031
400,1,1,0.230955123318898,0.653985711984188,0.115059164696915
405,2,3,0.0681355547007345,0.570705107693476,0.36115933760579
408,0,1,0.197920048941551,0.685980652387506,0.116099298670942
409,0,1,0.232909133235043,0.652324047489718,0.114766819275239
411,0,0,0.50074213836478,0.42062893081761,0.07862893081761
414,0,4,0.279143294237634,0.450382457929628,0.270474247832738
419,1,0,0.0141463414634146,0.653414634146341,0.332439024390244
423,0,1,0.230992371305853,0.636082441182127,0.13292518751202
424,0,3,0.169224071429117,0.590069275244984,0.240706653325899
437,0,0,0.283289092470182,0.480818450061648,0.23589245746817
438,2,0,0.0297187488781328,0.549734419899075,0.420546831222792
445,2,1,0.0194831998679105,0.540658796334517,0.439858003797573
446,1,4,0.0220437187253095,0.572188569923624,0.405767711351067
449,1,2,0.019742002734048,0.457314280399613,0.522943716866339
450,2,2,0.0191307806444244,0.673463832333893,0.307405387021683
453,2,1,0.263976359187824,0.508004194337644,0.228019446474532
